Source,Target
human,SQLE
human,SRC
human,SRD5A1
human,SRD5A2
human,SRI
human,AKR1D1
human,SRD5A1P1
human,SREBF1
human,SREBF2
human,SRF
human,SRM
human,SRMS
human,SRP9
human,SRP14
human,SRP19
human,SRP54
human,SRP68
human,SRP72
human,SRPK1
human,SRPK2
human,SRPRA
human,SRY
human,TRIM21
human,RO60
human,SSAV1
human,SSB
human,SSBP1
human,ITPRID2
human,SSR1
human,SSR2
human,SSR3
human,SSR4
human,SSRP1
human,SST
human,SSTR1
human,SSTR2
human,SSTR3
human,SSTR4
human,SSTR5
human,SSX1
human,SSX2
human,SSX5
human,SSX4
human,SS18
human,ST2
human,ST3
human,DENND2B
human,ST8
human,ST13
human,ST14
human,STAC
human,STAR
human,STARP1
human,STAT1
human,STAT2
human,STAT3
human,STAT4
human,STAT5A
human,STAT5B
human,STAT6
human,STATH
human,STAU1
human,STC1
human,HSPA13
human,SULT1E1
human,ELOVL4
human,STIM1
human,NEK4
human,STK3
human,STK4
human,AURKA
human,AURKAP1
human,CDKL5
human,STK10
human,STK11
human,AURKC
human,SULT1A2
human,STRN
human,STSP1
human,STX1A
human,STX3
human,STX4
human,STX5
human,STXBP1
human,STXBP2
human,STXBP3
human,STYX
human,SULT1A1
human,SULT1A3
human,SULT1C2
human,SULT2B1
human,SUOX
human,SULT2A1
human,ETF1P1
human,ETF1P2
human,SUPT4H1
human,SUPT5H
human,SUPT6H
human,SUPV3L1
human,ABCC8
human,SURF1
human,SURF2
human,SURF4
human,MED22
human,SURF6
human,SUV39H1
human,SVIL
human,VAMP1
human,VAMP2
human,VAMP7
human,XCL2
human,SYCP1
human,SYK
human,SYN1
human,SYN2
human,SYP
human,SYPL1
human,SYT1
human,SYT4
human,SYT5
human,TBXT
human,TAC1
human,TACR2
human,TAC3
human,TACC1
human,ADAM17
human,TACR1
human,TACR3
human,TADA2A
human,TAF1
human,TAF2
human,TAF4
human,TAF4B
human,TAGLN
human,TAF5
human,TAF6
human,TAF7
human,TAF9
human,TAF10
human,TAF11
human,TAF12
human,TAF13
human,MAP3K7
human,TAL1
human,TAL2
human,TALDO1
human,TALDO1P1
human,TAP1
human,TAP2
human,TAPBP
human,TAPVR1
human,TARBP1
human,TARBP2
human,TARBP2P1
human,TARS1
human,TAT
human,TBX1
human,CNTN2
human,TAZ
human,TBCA
human,TBCC
human,TBCD
human,TBCE
human,SERPINA7
human,TBL1X
human,TBP
human,TBX2
human,TBX5
human,TBX6
human,TBX15
human,TBXA1R
human,TBXA2R
human,TBXAS1
human,TCEA1
human,TCEA1P1
human,TCEA2
human,TCEA3
human,ELOC
human,SKP1P1
human,ELOB
human,ELOA
human,TCF4
human,TBX3
human,HNF1A
human,HNF1B
human,TCF3
human,TCF7
human,TCF7L2
human,ZEB1
human,GCFC2
human,TCF12
human,TCF15
human,ZNF354A
human,TCF19
human,TCF20
human,TCF21
human,VPS72
human,MLX
human,TCL4
human,TCN1
human,TCN2
human,TCOF1
human,TCP1
human,TCP1P2
human,TCP10
human,TCP11
human,TRA
human,TRAV6
human,TRB
human,TRBV29OR9-2
human,TRBV21OR9-2
human,TRBV25OR9-2
human,TRBV24OR9-2
human,TRBV20OR9-2
human,TRD
human,TRG
human,TRGC1
human,TRGC2
human,TRGJ1
human,TRGJ2
human,TRGJP
human,TRGJP1
human,TRGJP2
human,TRGV1
human,TRGV2
human,TECTB
human,TRGV3
human,TRGV4
human,TRGV5
human,TRGV5P
human,TRGV6
human,TRGV7
human,TRGV8
human,TRGV9
human,TRGV10
human,TRGV11
human,TRGVA
human,TRGVB
human,TCTA
human,DYNLT3
human,TCTE3
human,PPP1R11
human,DYNLT1
human,TDG
human,TDGF1
human,TDGF1P3
human,TDO2
human,PRDX2
human,PRDX1P1
human,TEAD1
human,TEAD4
human,TEAD3
human,TEC
human,TECTA
human,TEF
human,TMBIM6
human,TEK
human,TEP1
human,TERC
human,TERF1
human,TERF2
human,TERT
human,TESK1
human,TF
human,TFAM
human,TFAP2A
human,TFAP2B
human,TFAP2C
human,TFAP4
human,TFCP2
human,NR2F1
human,NR2F2
human,TFDP1
human,TFDP2
human,TFE3
human,TFF1
human,TFF2
human,TFF3
human,TFPI
human,TFR2
human,TFRC
human,TG
human,TGFA
human,TGFB1
human,TGFB1I1
human,TGFB2
human,TGFB3
human,LEFTY2
human,TGFBI
human,TGFBR1
human,TGM4
human,TGFBR2
human,TGFBR3
human,TGIF1
human,TGM1
human,TGM2
human,TGM3
human,TH
human,THAS
human,THBD
human,THBS1
human,THBS2
human,THBS3
human,THBS4
human,TCHH
human,THM
human,THOP1
human,THPO
human,THRA
human,THRB
human,THRSP
human,THY1
human,KLF10
human,TIA1
human,TIAL1
human,TIAM1
human,TIE1
human,TIMP1
human,TIMP2
human,TIMP3
human,TIMP4
human,NKX2-1
human,TJP1
human,TK1
human,TK2
human,TKCR
human,TKT
human,ICAM5
human,TLE1
human,TLE2
human,TLE3
human,TLE4
human,TLL1
human,TLL2
human,TLN1
human,SEC62
human,TLR1
human,TLR2
human,TLR3
human,TLR4
human,TLR5
human,NR2E1
human,TSPAN7
human,TSPAN8
human,TM4SF4
human,TSPAN6
human,TSPAN4
human,GPR137B
human,TM7SF2
human,TRAPPC10
human,TMF1
human,TMOD1
human,TMPO
human,TMPRSS2
human,TMSB4X
human,TMSB4XP1
human,TMSB4XP2
human,TMSB4XP8
human,TMSB4XP4
human,TMSB4XP5
human,TMSB4XP6
human,TMSB4XP7
human,CLDN5
human,CLEC3B
human,TNF
human,TNNC2
human,TNFAIP1
human,TNFAIP2
human,TNFAIP3
human,TNFAIP6
human,TNFRSF1A
human,TNFRSF1B
human,TNNC1
human,TNNI1
human,TNNI2
human,TNNI3
human,TNNT1
human,TNNT2
human,TNNT3
human,TNP1
human,TNP2
human,TNR
human,TNS1
human,TNXA
human,TNXB
human,TOP1
human,TOP1P1
human,TOP1P2
human,TOP2A
human,TRA-TGC7-1
human,TOP2B
human,TOP3A
human,TP53
human,TP53BP1
human,TP53BP2
human,TP73
human,TPBG
human,TPD52
human,TPD52L1
human,TPD52L2
human,TPH1
human,TPI1
human,TPM1
human,TPM2
human,TPM3
human,TPM4
human,TPMT
human,TPO
human,TPP2
human,TPR
human,TPSAB1
human,TPT1
human,TPTE
human,CRISP2
human,NR2C1
human,NR2C2
human,TRC-GCA24-1
human,HSP90B1
human,TRAF1
human,TRAF2
human,TRAF3
human,TRAF5
human,TRAF6
human,HSP90B2P
human,TRD-GTC9-1
human,TRE-TTC3-1
human,TRNAG1
human,TRG-GCC2-6
human,TRG-TCC1-1
human,TRG-GCC3-1
human,TRH
human,TRHR
human,TRI-AAT9-1
human,CCT3
human,TRIO
human,TRIP6
human,TRK-TTT3-5
human,TRL-AAG2-3
human,TRL-TAG1-1
human,TRNAL47P
human,TRX-CAT1-2
human,TRMEP1
human,TRX-CAT2-1
human,TRN-GTT2-1
human,TRO
human,TRP-AGG2-5
human,TRP-AGG2-6
human,TRP-TGG3-1
human,TRPC1
human,TRPC2
human,TRPC3
human,TRPC4
human,TRPC5
human,TRPC6
human,TRPM2
human,TRPS1
human,TRQ-CTG1-5
human,TRQ-TTG1-1
human,TRR-TCT2-1
human,TRR-ACG1-2
human,TRR-TCG4-1
human,TRR-CCG2-1
human,TRU-TCA1-1
human,TRU-TCA2-1
human,TRT-TGT6-1
human,TRT-TGT3-1
human,TRT-AGT7-1
human,TRV-AAC1-4
human,TRV-CAC1-2
human,TRV-AAC1-3
human,TRW-CCA7-1
human,TSN
human,TSC1
human,TSC2
human,TSG101
human,TSHB
human,TSHR
human,TSHRL1
human,TSHRL2
human,TSHRL3
human,TSNAX
human,TSPY1
human,TSPYL1
human,EIPR1
human,PHLDA2
human,TST
human,TSTA3
human,TTC1
human,DNAJC7
human,TTC3
human,TTC4
human,TTF1
human,TTK
human,TTN
human,TTPA
human,TUB
human,TTR
human,TUBA4A
human,TUBA3C
human,TUBB2A
human,TUBG1
human,TUFM
human,TUFT1
human,TULP1
human,TULP2
human,TULP3
human,HIRA
human,TWIST1
human,TNFSF4
human,TNFRSF4
human,TXK
human,TXN
human,TXNRD1
human,TYK2
human,TYMS
human,TYR
human,TYRL
human,TYRO3
human,TYRO3P
human,TYS
human,TYROBP
human,TYRP1
human,U2AF1
human,ZRSR2P1
human,UBA52
human,UBA52P1
human,UBA52P2
human,UBB
human,UBBP1
human,UBC
human,UBA1
human,UBA7
human,UBE2A
human,UBE2B
human,UBE2D1
human,UBE2D2
human,UBE2D3
human,UBE2E1
human,UBE2E2
human,UBE2G1
human,UBE2G2
human,UBE2H
human,UBE2I
human,UBE2L3
human,UBE2L4
human,UBE2N
human,UBE2V1
human,UBE2V2
human,UBE3A
human,UBE3AP1
human,UBE3AP2
human,SUMO1
human,UBP1
human,UBTF
human,UCHL1
human,UCHL3
human,UPK1B
human,UCN
human,UCP1
human,UCP2
human,UCP3
human,UFD1
human,SLC35A2
human,SCGB1A1
human,UGCG
human,UGDH
human,UGP2
human,UGT1A
human,UGT2B4
human,UGT2B7
human,UGT2B10
human,UGT2B15
human,UGT2B17
human,UGT8
human,UMOD
human,UCK2
human,UMPS
human,COL14A1
human,UNG
human,USP4
human,NR1H2
human,UPP1
human,UPK2
human,UPK3A
human,UQCRB
human,UQCRC1
human,UQCRC2
human,UQCRFS1
human,UQCRH
human,UROD
human,UROS
human,USF1
human,USF2
human,USH1E
human,USP1
human,USH2A
human,CLRN1
human,UTRN
human,KDM6A
human,UTY
human,UVRAG
human,VARS1
human,VASP
human,VAV1
human,VAV2
human,VBP1
human,VCAM1
human,VCL
human,VCP
human,VDAC1
human,VDAC2
human,VDAC1P4
human,VDAC3
human,VDI
human,VDR
human,VEGFA
human,VEGFB
human,VEGFC
human,VGF
human,VHL
human,VIL1
human,EZR
human,VIM
human,VIP
human,VIPR1
human,VIPR2
human,VIS1
human,VLDLR
human,VMD1
human,BEST1
human,VPREB1
human,TRPV1
human,VRK1
human,VRK2
human,AVSD1
human,VSNL1
human,VTN
human,VWF
human,VWFP1
human,WARS1
human,WAS
human,ZAN
human,WIPF1
human,EIF4H
human,WBSCR2
human,CLIP2
human,LAT2
human,CORO2A
human,WEE1
human,WFS1
human,WHCR
human,NSD2
human,NELFA
human,WNT1
human,WNT2
human,WNT3
human,WNT5A
human,WNT6
human,WNT7A
human,WNT7B
human,WNT8A
human,WNT8B
human,WNT10B
human,WNT11
human,WNT2B
human,WNT9A
human,WNT9B
human,GET1
human,WRN
human,WS2B
human,WT1
human,WT2
human,XBP1
human,XBP1P1
human,XCE
human,XDH
human,XG
human,XGY1
human,XIC
human,XIST
human,XK
human,XM
human,XPA
human,XPC
human,XPNPEP1
human,XPNPEP2
human,XPO1
human,XRCC1
human,XRCC2
human,XRCC3
human,XRCC4
human,XRCC5
human,XS
human,YES1
human,YES1P1
human,YY1
human,YWHAB
human,YWHAE
human,YWHAG
human,YWHAH
human,YWHAZ
human,ZAP70
human,SF1
human,ZFP36
human,ZFP37
human,ZBTB14
human,ZFPL1
human,ZFX
human,ZFY
human,ZIC1
human,ZIC2
human,ZIC3
human,ZNF2
human,ZNF3
human,ZNF711
human,ZNF7
human,ZNF8
human,CNBP
human,ZNF10
human,ZNF12
human,ZNF14
human,ZNF708
human,ZNF16
human,ZNF17
human,ZNF18
human,ZNF19
human,ZNF20
human,ZNF182
human,ZNF22
human,ZNF23
human,ZNF24
human,ZNF26
human,ZNF28
human,ZNF29P
human,ZSCAN20
human,ZNF32
human,ZNF33A
human,ZNF33B
human,ZNF35
human,ZKSCAN1
human,ZNF37A
human,ZSCAN21
human,ZNF41
human,MZF1
human,ZNF43
human,ZNF45
human,ZBTB25
human,ZNF56
human,ZNF66
human,ZNF726P1
human,ZNF69
human,ZNF70
human,ZNF74
human,ZNF75D
human,ZNF75A
human,ZNF75BP
human,ZNF76
human,ZNF79
human,ZNF80
human,ZNF84
human,ZNF221
human,ZNF85
human,ZNF90
human,ZNF91
human,ZNF99
human,ZNF90P1
human,ZNF222
human,ZNF121
human,ZNF124
human,MKRN3
human,MKRN4P
human,MKRN5P
human,MKRN7P
human,ZNF131
human,ZNF132
human,ZNF133
human,ZNF134
human,ZNF135
human,ZNF136
human,ZNF137P
human,ZNF138
human,ZNF140
human,ZNF141
human,ZNF142
human,ZNF143
human,PCGF2
human,ZBTB16
human,ZNF146
human,TRIM25
human,ZNF148
human,ZBTB17
human,ZNF154
human,ZNF155
human,ZNF157
human,VEZF1
human,ZNF165
human,TRIM26
human,ZNF174
human,ZNF175
human,ZNF177
human,RNF112
human,ZNF180
human,RNF113A
human,ZNF184
human,ZNF185
human,ZSCAN26
human,ZNF189
human,ZKSCAN8
human,ZSCAN9
human,ZNF195
human,ZMYM2
human,ZNF200
human,ZNF202
human,ZNF204P
human,ZNF205
human,ZNF207
human,ZNF208
human,ZNF213
human,ZNF214
human,ZNF215
human,ZFAND5
human,ZNF217
human,ZNF223
human,ZNF224
human,ZNF225
human,ZNF226
human,ZNF227
human,ZNF112
human,ZNF229
human,ZNF230
human,ZNF232
human,ZNF236
human,SLC30A1
human,SLC30A2
human,SLC30A3
human,SLC30A4
human,ZP2
human,ZP3
human,MAP3K12
human,ZXDA
human,ZYX
human,CCV
human,MEMO1
human,LUZP1
human,PRDM2
human,DNALI1
human,PTP4A1
human,LRP8
human,LAPTM5
human,AIR
human,BSND
human,CSDE1
human,EVI5
human,DAP3
human,D1S111
human,NPHS2
human,PHA2A
human,BTG2
human,PCAP
human,PXDN
human,LEPQTL1
human,ALMS1
human,MOGS
human,IGKJ
human,RNF103
human,PAFAH1B1P1
human,TUBA1A
human,PAX8
human,IL1R2
human,MALL
human,CXCR4
human,FZD5
human,SCG2
human,BRPF1
human,SCLC1
human,IFRD2
human,MAPKAPK3
human,SEMA3B
human,TRR
human,SLMAP
human,MANF
human,USP7
human,RAB7A
human,MBS2
human,KCNAB1
human,SLBP
human,CRSA
human,PSORS3
human,FECB
human,LAG5
human,TS13
human,ST8SIA4
human,REEP5
human,EOS
human,HEMC
human,PFBI
human,SM1
human,DEK
human,ALDH5A1
human,PRRC2A
human,BAG6
human,GPANK1
human,DDX39B
human,ABHD16A
human,D6S207E
human,SLC39A7
human,HSD17B8
human,IGLP1
human,IGLP2
human,IGAT
human,ISCW
human,OR2H2
human,OPLL
human,NELFE
human,RWS
human,CP20
human,LAP
human,LST1
human,PLA2G7
human,TFEB
human,PUJO
human,PBCRA1
human,TNDM
human,HBFQTL2
human,RNF217-AS1
human,NTT
human,EPM2A
human,FEA
human,MRBC
human,PBCA
human,TS546
human,AIMP2
human,GHS
human,HRX
human,MAFK
human,FZD3
human,MHS3
human,MTERF1
human,SEM1
human,TFPI2
human,ST7
human,ARHGEF5
human,GPDS1
human,ZNF212
human,TUSC3
human,UBXN8
human,KAT6A
human,PSCA
human,GLRA3
human,LALL
human,MROS
human,NR4A3
human,BRD3
human,NUP214
human,LHX3
human,H142T
human,RDPA
human,DGS2
human,STAM
human,MLLT10
human,CUBN
human,CCDC6
human,NCOA4
human,SLC25A16
human,SHOC2
human,ADAM12
human,PROA
human,RASSF7
human,CSRP3
human,PDHX
human,ECB2
human,FOSL1
human,CUL5
human,ANC
human,BRCATA
human,PTP4A2
human,FGF23
human,MFAP5
human,USP5
human,MLF2
human,HTNB
human,AD5
human,SSPN
human,KMT2D
human,AAAS
human,FXR1
human,YEATS4
human,SPPM
human,HMGA2
human,ALX1
human,MGCT
human,SMAL
human,CDK2AP1
human,IFT88
human,CLLS2
human,XRS
human,PAPA2
human,MCOR
human,BRCD1
human,PABPN1
human,DPF3
human,GPR68
human,MCOP1
human,IV
human,TCL1A
human,AP3B2
human,PWAR5
human,ANP32A
human,MRST
human,ST8SIA2
human,HBHR
human,MCOPCT1
human,NPRL3
human,PKDTS
human,WT3
human,HYD2
human,GAN
human,SLC7A5
human,CMS1A1
human,TAF15
human,WT4
human,RND2
human,GPSC
human,COIL
human,CDR3
human,AKAP1
human,TW
human,SLC14A2
human,CNSN
human,MADCAM1
human,SF3A2
human,LPSA
human,ELL
human,BFIS1
human,HBN1
human,ZNF239
human,NGFG
human,SYMPK
human,MIA
human,CLPP
human,DPF1
human,MKKS
human,GDF5
human,MLRL
human,NCOA3
human,NRIP1
human,TAM
human,CHAF1B
human,GATD3A
human,AABT
human,BAS
human,DGCR6
human,DVL1P1
human,LZTR1
human,IGLJ
human,CLTCL1
human,ESS2
human,OGS2
human,SYN3
human,GTPBP6
human,PUDP
human,AKAP17A
human,PNPLA4
human,CND
human,ZRSR2
human,USP11
human,USP9X
human,RBM10
human,KDM5C
human,SMC1A
human,IDDMX
human,MRXS12
human,MGR2
human,HNRNPDP1
human,BZX
human,GUST
human,INDX
human,NAA10
human,F8A1
human,UBL4A
human,IPOX
human,TMEM187
human,LAGE3
human,SLC10A3
human,TKTL1
human,KDM5D
human,USP9Y
human,EPX
human,ARID1A
human,H3-4
human,DYSF
human,COLQ
human,SERF1A
human,H4C9
human,TRRAP
human,PICALM
human,KLRC4
human,SNN
human,ACOX2
human,ACOX3
human,AXIN1
human,AXIN2
human,BAP1
human,BRAP
human,CDC7
human,CDC45
human,EOMES
human,FZD1
human,FZD4
human,FZD6
human,FZD7
human,FZD8
human,FZD9
human,GABPAP
human,GFI1B
human,H2AC13
human,H2AC15
human,H2AC14
human,H2AC16
human,H2AC10P
human,H2AC6
human,H2AC4
human,H2AC17
human,H2AC18
human,H2AC20
human,H2BC8
human,H2BC13
human,H2BC15
human,H2BC14
human,H2BC7
human,H2BC6
human,H2BC9
human,H2BC10
human,H2BC4
human,H2BC17
human,H2BC21
human,H3C1
human,H3C4
human,H3C3
human,H3C6
human,H3C11
human,H3C8
human,H3C12
human,H3C10
human,H3C2
human,H4C1
human,H4C4
human,H4C6
human,H4C12
human,H4C11
human,H4C3
human,H4C8
human,H4C2
human,H4C5
human,H4C13
human,H4C7
human,H4C14
human,HYAL3
human,IFIT1P1
human,LOH1CR1
human,LOH19CR1
human,MAD1L1
human,NME5
human,OR1A1
human,OR1D3P
human,OR1D5
human,OR1E1
human,OR1E2
human,OR1E3
human,OR1G1
human,OR1P1
human,OR3A3
human,PIP5K1A
human,PIP5K1B
human,PIP4K2B
human,PLA2G6
human,PLA2G10
human,SCZD6
human,SCZD7
human,SLC25A11
human,SOX14
human,SPARCL1
human,SPOP
human,SRPX
human,TAGLN2
human,ULK1
human,UXT
human,RPS9P1
human,EEA1
human,BCAR3
human,ANXA9
human,STX7
human,CMAHP
human,BFSP2
human,SNHG3
human,MEHMO
human,BBOX1
human,LTBP4
human,ZNF282
human,STK24
human,NR0B2
human,UTF1
human,RECK
human,SOAT2
human,CAVIN2
human,RASAL1
human,RAD54L
human,NSMAF
human,NCK2
human,GNPAT
human,DYRK3
human,DYRK2
human,DUSP11
human,DOC2B
human,DOC2A
human,DHX16
human,CUL4B
human,CUL4A
human,CUL3
human,CUL2
human,CUL1
human,ATRN
human,FOXN1
human,TTF2
human,TPST2
human,TPST1
human,KLF11
human,TEAD2
human,SUPT3H
human,ST11
human,SMARCA5
human,FKBP6
human,SORBS2
human,IRS4
human,OGT
human,CDC42BPA
human,GPR65
human,HIRIP3
human,RAE1
human,OFD1
human,SEMA7A
human,CILP
human,GALR3
human,GEMIN2
human,RPL3P1
human,RPL23AP3
human,RGS5
human,MAP4K3
human,PRSS12
human,PPM1D
human,PPFIBP2
human,PPFIBP1
human,PPFIA4
human,RANBP3
human,PPFIA2
human,PPFIA1
human,SLC43A1
human,PKP4
human,PIK3R3
human,PEX3
human,PARG
human,CNTNAP1
human,ENC1
human,NIPSNAP1
human,NDST2
human,MMP23B
human,MMP23A
human,MBL1P
human,LIPF
human,KCNAB2
human,ITGA10
human,ITGA8
human,IKBKG
human,ELP1
human,IFITM1
human,HAT1
human,GCM1
human,GAS7
human,DGKZ
human,DGKE
human,DGKD
human,DDO
human,CYP4F2
human,CST7
human,YBX3
human,CPZ
human,COPS3
human,CHST1
human,CBX4
human,CAMK1
human,BCAS1
human,BARX2
human,API5
human,AGPS
human,PPFIA3
human,APOL1
human,LMO4
human,PIR
human,CGGBP1
human,AP3B1
human,FCN3
human,BLZF1
human,LGR5
human,MAPKAPK5
human,INE2
human,INE1
human,BHLHE40
human,PIAS1
human,CDC14B
human,CDC14A
human,TCAP
human,CDK10
human,PRPF18
human,DEGS1
human,DENR
human,THOC5
human,KMO
human,YARS1
human,PDXK
human,MADD
human,RRP1
human,MKNK1
human,KHSRP
human,PDLIM4
human,CASK
human,AKR7A2
human,PRKRA
human,STK16
human,TMEFF1
human,SCARF1
human,OR8C1P
human,LY6D
human,OR8B1P
human,OR7E41P
human,OR7E4P
human,OR7E87P
human,OR7E2P
human,OR7E15P
human,OR6A2
human,OR5G1P
human,OR5D3P
human,OR5D2P
human,OR4A1P
human,TNFSF11
human,RGS20
human,NOP14
human,FAM193A
human,SLC25A12
human,PLA2G4C
human,RUVBL1
human,RDH16
human,KLF7
human,PLPP1
human,PLPP2
human,PLPP3
human,STC2
human,USO1
human,CADPS
human,NPFF
human,CDK13
human,PDE8B
human,ASMTL
human,PSMG1
human,RFXANK
human,TP63
human,JRK
human,HSD17B6
human,SKAP1
human,DNAH17
human,UNC5C
human,RTCA
human,RNASET2
human,SSNA1
human,EIF4EBP3
human,OASL
human,AOC3
human,PCDHGB4
human,DCHS1
human,PTCH2
human,AKR1C3
human,KCNK5
human,CHRD
human,ABCB11
human,NCOA1
human,LAMTOR3
human,NUMB
human,SOCS1
human,DDX3Y
human,PDE5A
human,DYNLL1
human,TNKS
human,ALDH4A1
human,IRS2
human,EIF3A
human,EIF3B
human,EIF3C
human,EIF3D
human,EIF3F
human,EIF3G
human,EIF3H
human,EIF3I
human,EIF3J
human,SLC4A4
human,EIF4G3
human,VAMP8
human,VAMP4
human,STX16
human,STX11
human,STX10
human,BECN1
human,JMJD7-PLA2G4B
human,PEA15
human,SRSF9
human,MARCO
human,KRT41P
human,KRT38
human,KRT37
human,KRT36
human,JRKL
human,IDDM17
human,HYAL2
human,GALNT4
human,DGAT1
human,CDC23
human,S1PR4
human,DNAH11
human,B4GALT4
human,B4GALT3
human,B4GALT2
human,B3GALT4
human,B3GALNT1
human,B3GALT2
human,B3GALT1
human,SERPINB7
human,TNK1
human,PAGE1
human,ABCC3
human,NOL4
human,TRADD
human,TNFRSF25
human,MBTPS1
human,EDF1
human,CTSF
human,SNX4
human,SNX3
human,URI1
human,EED
human,CTNNAL1
human,ADAM19
human,GBF1
human,RNMT
human,RNGTT
human,GPAA1
human,MYH13
human,MYOM1
human,RIPK1
human,CRADD
human,HRK
human,TNFSF14
human,TNFSF13
human,TNFSF12
human,TNFSF10
human,TNFSF9
human,ADAM23
human,ADAM21
human,ADAM20
human,ADAM18
human,ADAM15
human,ADAM9
human,ADAM6
human,ADAM7
human,ADAM1A
human,CDS2
human,PABPC4
human,CD164
human,TNFRSF14
human,RAB11A
human,RIPK2
human,TNFRSF6B
human,FADD
human,SNAP23
human,NAPG
human,NAPA
human,MTMR1
human,MPDZ
human,SIGLEC5
human,RIOK3
human,PSPHP1
human,MYP3
human,TNFRSF18
human,MATN4
human,RGS11
human,RGS9
human,DLK1
human,FBP2
human,FPGT
human,TNFRSF11A
human,TNFRSF10D
human,TNFRSF10C
human,TNFRSF10B
human,SCEL
human,TNFRSF10A
human,DYRK4
human,PEX11B
human,PEX11A
human,SUCLG2
human,SUCLG1
human,SUCLA2
human,CREG1
human,TRIM24
human,SCZD8
human,IL18RAP
human,IL1RL2
human,IL18R1
human,GALR2
human,CCNK
human,DPM1
human,CDKL1
human,BANF1
human,DCAF5
human,FGF18
human,DPM2
human,SAP30
human,HESX1
human,INPP4B
human,FGF17
human,FGF16
human,CES2
human,LIN7A
human,IQGAP1
human,NRP2
human,NRP1
human,PTLAH
human,SYNGAP1
human,CD84
human,GMPS
human,TMEM11
human,SOCS2
human,GGH
human,CFLAR
human,CCN6
human,CCN5
human,CCN4
human,HDAC3
human,PROM1
human,HCAR3
human,KSR1
human,ALKBH1
human,DLEU2
human,TSC22D1
human,KAT2B
human,CDK5R1
human,AKAP4
human,ASAP2
human,ALDH1A2
human,NR1I2
human,FCGBP
human,PROZ
human,STK19
human,LDB1
human,APLN
human,PER3
human,PER2
human,SYNJ1
human,ST3GAL5
human,IER3
human,SYNJ2
human,CDC123
human,ARHGEF7
human,VNN2
human,VNN1
human,SPHK1
human,SQSTM1
human,SGPL1
human,FUBP1
human,CDC16
human,ZPR1
human,NAE1
human,SLC5A6
human,DDX18
human,TAX1BP1
human,MCM3AP
human,EIF2B4
human,EIF2B3
human,EIF2B2
human,EIF2B5
human,EIF2S2
human,CPNE3
human,BUD31
human,MTMR3
human,MTMR2
human,PRPF4B
human,CCNA1
human,CPNE1
human,AP1S2
human,AP1G2
human,AP1M1
human,GYG2
human,ENDOU
human,SGCE
human,CACNA1I
human,CACNA1H
human,CACNA1G
human,TIMELESS
human,BCL10
human,HERC3
human,HERC2P1
human,HERC2P6
human,HERC2
human,HERC1
human,SNURF
human,BSN
human,FOXH1
human,PHOX2B
human,MBD4
human,MBD2
human,RTL8C
human,RAB29
human,SKAP2
human,WASF1
human,BAIAP3
human,FUBP3
human,TOP3B
human,CDK5R2
human,KYNU
human,AP3D1
human,SNORD73A
human,BTRC
human,H3C7
human,H2AC11
human,H2BC11
human,H1-10
human,MGAM
human,CHRNA6
human,P4HA2
human,USP13
human,WASL
human,PLOD3
human,RPS6KA4
human,STBD1
human,HSPB3
human,TRPA1
human,SELENBP1
human,ATP6V0E1
human,PGLYRP1
human,LIMD1
human,TNFSF18
human,NOL3
human,KALRN
human,CDKL2
human,HAP1
human,F2RL3
human,TAF1C
human,TAF1B
human,TAF1A
human,SLC25A14
human,MPZL1
human,MAP3K14
human,SOCS3
human,CLIC3
human,CH25H
human,BRSK2
human,RNF8
human,HIP1R
human,NAT8
human,RHBDL1
human,ERDA1
human,BAZ1B
human,TM4SF5
human,PKD2L1
human,CCRL2
human,SEMA5A
human,TAAR5
human,UBA3
human,UBE2M
human,SPAG9
human,BTAF1
human,RPL14
human,DOK2
human,SH2D2A
human,ARTN
human,AIP
human,PSTPIP2
human,PSTPIP1
human,GPRC5A
human,MAP7
human,NFS1
human,PRC1
human,SLC7A7
human,SLC7A6
human,SLC13A2
human,PAPSS2
human,PAPSS1
human,PIAS2
human,MAP3K6
human,SYT7
human,ANGPTL1
human,CLDN12
human,ASH2L
human,CLDN10
human,CLDN8
human,CLDN6
human,CLDN2
human,CLDN1
human,DIRAS3
human,LDB2
human,CLDN9
human,PRY
human,XKRY
human,BPY2
human,VCY
human,CDY1
human,EIF1AY
human,TMSB4Y
human,PKMYT1
human,PIGQ
human,SART1
human,DNAJA3
human,UNC119
human,TBX19
human,TBX18
human,USP14
human,USP6
human,USP2
human,USP10
human,USP8
human,FCGR2C
human,RGN
human,MTMR6
human,MTMR7
human,MTMR4
human,NMI
human,MTA1
human,LATS1
human,ATP6V0D1
human,SEC22C
human,INA
human,KRT75
human,SLC16A6
human,SLC16A5
human,SLC16A4
human,SLC16A3
human,PDLIM1
human,CNOT9
human,SMC3
human,P2RX6
human,PRPF4
human,PRPF3
human,FAM50A
human,AIFM1
human,KCNQ4
human,CCNB2
human,CCNE2
human,RABEP1
human,RRP9
human,ARHGEF1
human,CBFA2T2
human,ATG12
human,PDCD5
human,SYNGR3
human,SYNGR2
human,SYNGR1
human,HGS
human,NEMF
human,NEURL1
human,DYRK1B
human,CTDP1
human,SLC6A5
human,SLC28A2
human,SLC28A1
human,EXO1
human,FIBP
human,PCSK7
human,DGKI
human,AMLCR2
human,EBAG9
human,COX7A2L
human,TMSB10
human,SCAF11
human,LPAR2
human,MYOM2
human,IL1RL1
human,MAP3K13
