"Source","Target"
"Polo-like kinase mediated events","CCNB1"
"Cyclin A/B1 associated events during G2/M transition","CCNB1"
"Polo-like kinase mediated events","CCNB2"
"Cyclin A/B1 associated events during G2/M transition","CCNB2"
"Signaling by TGF-beta Receptor Complex","CCNC"
"Transcriptional regulation of white adipocyte differentiation","CCNC"
"Signaling by NOTCH1","CCNC"
"RMTs methylate histone arginines","CCND1"
"Pre-NOTCH Expression and Processing","CCND1"
"Signaling by PTK6","CCND1"
"G1 Phase","CCND1"
"G1 Phase","CCND2"
"G1 Phase","CCND3"
"Transcriptional regulation of white adipocyte differentiation","CCND3"
"Signaling by PTK6","CCNE1"
"TP53 Regulates Transcription of Cell Cycle Genes","CCNE1"
"TP53 Regulates Transcription of Cell Cycle Genes","CCNE2"
"Regulation of TP53 Expression and Degradation","CCNG1"
"Cyclin A/B1 associated events during G2/M transition","CCNH"
"G1 Phase","CCNH"
"Signaling by TGF-beta Receptor Complex","CCNK"
"Signaling by TGF-beta Receptor Complex","CCNT1"
"Signaling by TGF-beta Receptor Complex","CCNT2"
"Chemokine receptors bind chemokines","CCR1"
"Chemokine receptors bind chemokines","CCR10"
"Defensins","CCR2"
"Chemokine receptors bind chemokines","CCR2"
"Chemokine receptors bind chemokines","CCR3"
"Chemokine receptors bind chemokines","CCR4"
"Chemokine receptors bind chemokines","CCR5"
"Chemokine receptors bind chemokines","CCR6"
"Defensins","CCR6"
"Chemokine receptors bind chemokines","CCR7"
"Chemokine receptors bind chemokines","CCR8"
"Chemokine receptors bind chemokines","CCR9"
"Chemokine receptors bind chemokines","CCRL2"
"Circadian Clock","NOCT"
"Detoxification of Reactive Oxygen Species","CCS"
"Caspase activation via extrinsic apoptotic signalig pathway","CD14"
"MyD88-independent TLR3/TLR4 cascade","CD14"
"Collagen formation","CD151"
"Binding and Uptake of Ligands by Scavenger Receptors","CD163"
"Formation of Fibrin Clot (Clotting Cascade)","CD177"
"Negative regulation of the PI3K/AKT network","CD19"
"CD209 (DC-SIGN) signaling","CD209"
"L1CAM interactions","CD24"
"The role of Nef in HIV-1 replication and disease pathogenesis","CD247"
"Costimulation by the CD28 family","CD247"
"Regulation of actin dynamics for phagocytic cup formation","CD247"
"Costimulation by the CD28 family","CD274"
"Costimulation by the CD28 family","CD28"
"The role of Nef in HIV-1 replication and disease pathogenesis","CD28"
"Negative regulation of the PI3K/AKT network","CD28"
"Diseases of metabolism","CD320"
"Metabolism of water-soluble vitamins and cofactors","CD320"
"Transcriptional regulation of white adipocyte differentiation","CD36"
"Binding and Uptake of Ligands by Scavenger Receptors","CD36"
"Costimulation by the CD28 family","CD3D"
"Costimulation by the CD28 family","CD3E"
"Regulation of actin dynamics for phagocytic cup formation","CD3G"
"Costimulation by the CD28 family","CD3G"
"Costimulation by the CD28 family","CD4"
"The role of Nef in HIV-1 replication and disease pathogenesis","CD4"
"Defensins","CD4"
"Integrin cell surface interactions","CD44"
"Hyaluronan metabolism","CD44"
"Interferon gamma signaling","CD44"
"Complement cascade","CD46"
"Integrin cell surface interactions","CD47"
"Complement cascade","CD55"
"Class B/2 (Secretin family receptors)","CD55"
"COPII (Coat Protein 2) Mediated Vesicle Transport","CD59"
"Complement cascade","CD59"
"Semaphorin interactions","CD72"
"Negative regulation of the PI3K/AKT network","CD80"
"Costimulation by the CD28 family","CD80"
"Negative regulation of the PI3K/AKT network","CD86"
"Costimulation by the CD28 family","CD86"
"The role of Nef in HIV-1 replication and disease pathogenesis","CD8B"
"Uptake and actions of bacterial toxins","CD9"
"Class B/2 (Secretin family receptors)","ADGRE5"
"Class B/2 (Secretin family receptors)","ADGRE2"
"Metabolism of nucleotides","CDA"
"Cyclin A/B1 associated events during G2/M transition","CDC25A"
"Polo-like kinase mediated events","CDC25A"
"Cyclin A/B1 associated events during G2/M transition","CDC25B"
"Polo-like kinase mediated events","CDC25C"
"TP53 Regulates Transcription of Cell Cycle Genes","CDC25C"
"Cyclin A/B1 associated events during G2/M transition","CDC25C"
"CLEC7A (Dectin-1) signaling","CDC34"
"Signaling by ERBB2","CDC37"
"Costimulation by the CD28 family","CDC42"
"EPH-Ephrin signaling","CDC42"
"EGFR downregulation","CDC42"
"Semaphorin interactions","CDC42"
"Netrin-1 signaling","CDC42"
"GPVI-mediated activation cascade","CDC42"
"Myogenesis","CDC42"
"Regulation of actin dynamics for phagocytic cup formation","CDC42"
"SUMO E3 ligases SUMOylate target proteins","CDCA8"
"Apoptotic execution  phase","CDH1"
"Integrin cell surface interactions","CDH1"
"Myogenesis","CDH15"
"Myogenesis","CDH2"
"Myogenesis","CDH4"
"Cyclin A/B1 associated events during G2/M transition","CDK1"
"Regulation of TP53 Expression and Degradation","CDK1"
"TP53 Regulates Transcription of Cell Cycle Genes","CDK1"
"Transcriptional regulation of white adipocyte differentiation","CDK19"
"Regulation of TP53 Activity through Phosphorylation","CDK2"
"TP53 Regulates Transcription of Cell Cycle Genes","CDK2"
"Regulation of TP53 Expression and Degradation","CDK2"
"Cyclin A/B1 associated events during G2/M transition","CDK2"
"Signaling by PTK6","CDK2"
"Oxidative Stress Induced Senescence","CDK4"
"Signaling by PTK6","CDK4"
"RMTs methylate histone arginines","CDK4"
"G1 Phase","CDK4"
"Transcriptional regulation of white adipocyte differentiation","CDK4"
"Opioid Signalling","CDK5"
"Semaphorin interactions","CDK5"
"Regulation of TP53 Activity through Phosphorylation","CDK5"
"Semaphorin interactions","CDK5R1"
"Regulation of TP53 Activity through Phosphorylation","CDK5R1"
"G1 Phase","CDK6"
"Oxidative Stress Induced Senescence","CDK6"
"G1 Phase","CDK7"
"Cyclin A/B1 associated events during G2/M transition","CDK7"
"Transcriptional regulation of white adipocyte differentiation","CDK8"
"Signaling by TGF-beta Receptor Complex","CDK8"
"Signaling by NOTCH1","CDK8"
"Signaling by TGF-beta Receptor Complex","CDK9"
"G1 Phase","CDKN1A"
"TP53 Regulates Transcription of Cell Cycle Genes","CDKN1A"
"G1 Phase","CDKN1B"
"Signaling by PTK6","CDKN1B"
"TP53 Regulates Transcription of Cell Cycle Genes","CDKN1B"
"SUMO E3 ligases SUMOylate target proteins","CDKN2A"
"Regulation of TP53 Expression and Degradation","CDKN2A"
"Oxidative Stress Induced Senescence","CDKN2A"
"G1 Phase","CDKN2A"
"Oxidative Stress Induced Senescence","CDKN2B"
"Signaling by TGF-beta Receptor Complex","CDKN2B"
"G1 Phase","CDKN2B"
"G1 Phase","CDKN2C"
"Oxidative Stress Induced Senescence","CDKN2C"
"G1 Phase","CDKN2D"
"Oxidative Stress Induced Senescence","CDKN2D"
"Myogenesis","CDON"
"Transcriptional regulation of pluripotent stem cells","CDX2"
"Peptide hormone metabolism","CDX2"
"Transcriptional regulation of white adipocyte differentiation","CEBPA"
"Transcriptional regulation of white adipocyte differentiation","CEBPB"
"Transcriptional regulation of white adipocyte differentiation","CEBPD"
"Surfactant metabolism","ADA2"
"Lipid digestion, mobilization, and transport","CEL"
"Hyaluronan metabolism","CEMIP"
"Polo-like kinase mediated events","CENPF"
"TP53 Regulates Transcription of Cell Cycle Genes","CENPJ"
"Synthesis of PC","CEPT1"
"Signaling by NODAL","CER1"
"Signaling by BMP","CER1"
"Sphingolipid metabolism","CERK"
"Sphingolipid metabolism","CERS1"
"Sphingolipid metabolism","CERS2"
"Sphingolipid metabolism","CERS3"
"Sphingolipid metabolism","CERS4"
"Sphingolipid metabolism","CERS5"
"Sphingolipid metabolism","CERS6"
"Phase 1 - Functionalization of compounds","CES1"
"Phase 1 - Functionalization of compounds","CES2"
"SUMO E3 ligases SUMOylate target proteins","CETN2"
"Lipid digestion, mobilization, and transport","CETP"
"Complement cascade","CFB"
"Signaling by NODAL","CFC1"
"Complement cascade","CFD"
"Complement cascade","CFH"
"Complement cascade","CFHR3"
"Complement cascade","CFI"
"EPH-Ephrin signaling","CFL1"
"Regulation of actin dynamics for phagocytic cup formation","CFL1"
"Semaphorin interactions","CFL1"
"Caspase activation via extrinsic apoptotic signalig pathway","CFLAR"
"Death Receptor Signalling","CFLAR"
"Diseases of glycosylation","CFP"
"ABC-family proteins mediated transport","CFTR"
"Disorders of transmembrane transporters","CFTR"
"Steroid hormones","CGA"
"Peptide hormone metabolism","CGA"
"Amine-derived hormones","CGA"
"Peptide hormone metabolism","CGB3"
"Peptide hormone metabolism","CGB5"
"Signaling by TGF-beta Receptor Complex","CGN"
"Bile acid and bile salt metabolism","CH25H"
"Phase II conjugation","CHAC1"
"Phase II conjugation","CHAC2"
"Synthesis of PC","CHAT"
"Neurotransmitter Release Cycle","CHAT"
"Regulation of TP53 Activity through Acetylation","CHD3"
"Regulation of TP53 Activity through Acetylation","CHD4"
"Deactivation of the beta-catenin transactivating complex","CHD8"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","CHD9"
"Circadian Clock","CHD9"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","CHD9"
"Mitochondrial biogenesis","CHD9"
"Transcriptional regulation of white adipocyte differentiation","CHD9"
"Regulation of TP53 Activity through Phosphorylation","CHEK1"
"Regulation of TP53 Expression and Degradation","CHEK2"
"Regulation of TP53 Activity through Phosphorylation","CHEK2"
"Regulation of TP53 Activity through Methylation","CHEK2"
"Synthesis of PC","CHKA"
"Synthesis of PC","CHKB"
"L1CAM interactions","CHL1"
"TP53 Regulates Transcription of Cell Death Genes","CHM"
"Macroautophagy","CHMP2A"
"trans-Golgi Network Vesicle Budding","CHMP2A"
"Endosomal Sorting Complex Required For Transport (ESCRT)","CHMP2A"
"Endosomal Sorting Complex Required For Transport (ESCRT)","CHMP2B"
"Macroautophagy","CHMP2B"
"Macroautophagy","CHMP3"
"Endosomal Sorting Complex Required For Transport (ESCRT)","CHMP3"
"Endosomal Sorting Complex Required For Transport (ESCRT)","CHMP4A"
"Macroautophagy","CHMP4A"
"Macroautophagy","CHMP4B"
"Endosomal Sorting Complex Required For Transport (ESCRT)","CHMP4B"
"Macroautophagy","CHMP4C"
"Endosomal Sorting Complex Required For Transport (ESCRT)","CHMP4C"
"Endosomal Sorting Complex Required For Transport (ESCRT)","CHMP5"
"Macroautophagy","CHMP6"
"Endosomal Sorting Complex Required For Transport (ESCRT)","CHMP6"
"Macroautophagy","CHMP7"
"Endosomal Sorting Complex Required For Transport (ESCRT)","CHMP7"
"Hyaluronan metabolism","CHP1"
"Synthesis of PC","CHPT1"
"Signaling by BMP","CHRDL1"
"Amine ligand-binding receptors","CHRM1"
"Amine ligand-binding receptors","CHRM2"
"Amine ligand-binding receptors","CHRM3"
"Regulation of insulin secretion","CHRM3"
"Amine ligand-binding receptors","CHRM4"
"Amine ligand-binding receptors","CHRM5"
"Keratan sulfate/keratin metabolism","CHST1"
"Keratan sulfate/keratin metabolism","CHST2"
"Keratan sulfate/keratin metabolism","CHST5"
"Keratan sulfate/keratin metabolism","CHST6"
"Cytosolic sensors of pathogen-associated DNA","CHUK"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","CHUK"
"Death Receptor Signalling","CHUK"
"MyD88-independent TLR3/TLR4 cascade","CHUK"
"CLEC7A (Dectin-1) signaling","CHUK"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","CHUK"
"Interferon gamma signaling","CIITA"
"Growth hormone receptor signaling","CISH"
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","CITED2"
"Surfactant metabolism","CKAP4"
"G1 Phase","CKS1B"
"Interleukin-6 family signaling","CLCF1"
"GPVI-mediated activation cascade","CLEC1B"
"CLEC7A (Dectin-1) signaling","CLEC7A"
"trans-Golgi Network Vesicle Budding","CLINT1"
"Death Receptor Signalling","CLIP3"
"Circadian Clock","CLOCK"
"Visual phototransduction","CLPS"
"Lipid digestion, mobilization, and transport","CLPS"
"Apoptotic execution  phase","CLSPN"
"L1CAM interactions","CLTA"
"trans-Golgi Network Vesicle Budding","CLTA"
"EGFR downregulation","CLTA"
"EPH-Ephrin signaling","CLTA"
"EPH-Ephrin signaling","CLTB"
"trans-Golgi Network Vesicle Budding","CLTB"
"EPH-Ephrin signaling","CLTC"
"trans-Golgi Network Vesicle Budding","CLTC"
"EPH-Ephrin signaling","CLTCL1"
"Complement cascade","CLU"
"trans-Golgi Network Vesicle Budding","CLVS1"
"trans-Golgi Network Vesicle Budding","CLVS2"
"Activation of Matrix Metalloproteinases","CMA1"
"Peptide hormone metabolism","CMA1"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","CMAS"
"Phase 1 - Functionalization of compounds","CMBL"
"Metabolism of nucleotides","CMPK1"
"Phase II conjugation","CNDP2"
"Visual phototransduction","CNGA1"
"Visual phototransduction","CNGB1"
"COPII (Coat Protein 2) Mediated Vesicle Transport","CNIH1"
"COPII (Coat Protein 2) Mediated Vesicle Transport","CNIH2"
"COPII (Coat Protein 2) Mediated Vesicle Transport","CNIH3"
"MAP2K and MAPK activation","CNKSR1"
"MAP2K and MAPK activation","CNKSR2"
"TP53 Regulates Transcription of Cell Cycle Genes","CNOT1"
"Deadenylation-dependent mRNA decay","CNOT1"
"Deadenylation-dependent mRNA decay","CNOT10"
"TP53 Regulates Transcription of Cell Cycle Genes","CNOT10"
"Deadenylation-dependent mRNA decay","CNOT11"
"TP53 Regulates Transcription of Cell Cycle Genes","CNOT11"
"Deadenylation-dependent mRNA decay","CNOT2"
"TP53 Regulates Transcription of Cell Cycle Genes","CNOT2"
"TP53 Regulates Transcription of Cell Cycle Genes","CNOT3"
"Deadenylation-dependent mRNA decay","CNOT3"
"TP53 Regulates Transcription of Cell Cycle Genes","CNOT4"
"Deadenylation-dependent mRNA decay","CNOT4"
"Deadenylation-dependent mRNA decay","CNOT6"
"TP53 Regulates Transcription of Cell Cycle Genes","CNOT6"
"Deadenylation-dependent mRNA decay","CNOT6L"
"TP53 Regulates Transcription of Cell Cycle Genes","CNOT6L"
"Deadenylation-dependent mRNA decay","CNOT7"
"TP53 Regulates Transcription of Cell Cycle Genes","CNOT7"
"Deadenylation-dependent mRNA decay","CNOT8"
"TP53 Regulates Transcription of Cell Cycle Genes","CNOT8"
"Interleukin-6 family signaling","CNTF"
"Interleukin-6 family signaling","CNTFR"
"L1CAM interactions","CNTN1"
"Signaling by NOTCH1","CNTN1"
"L1CAM interactions","CNTN2"
"NCAM1 interactions","CNTN2"
"L1CAM interactions","CNTN6"
"L1CAM interactions","CNTNAP1"
"Signaling by FGFR in disease","CNTRL"
"Metabolism of water-soluble vitamins and cofactors","COASY"
"Collagen formation","COL10A1"
"Collagen formation","COL11A1"
"Collagen formation","COL11A2"
"Collagen formation","COL12A1"
"Collagen formation","COL13A1"
"Integrin cell surface interactions","COL13A1"
"Collagen formation","COL14A1"
"Collagen formation","COL15A1"
"Integrin cell surface interactions","COL16A1"
"Collagen formation","COL16A1"
"Collagen formation","COL17A1"
"Integrin cell surface interactions","COL18A1"
"Collagen formation","COL18A1"
"Activation of Matrix Metalloproteinases","COL18A1"
"Collagen formation","COL19A1"
"Collagen formation","COL1A1"
"Binding and Uptake of Ligands by Scavenger Receptors","COL1A1"
"Collagen formation","COL1A2"
"Binding and Uptake of Ligands by Scavenger Receptors","COL1A2"
"Collagen formation","COL20A1"
"Collagen formation","COL21A1"
"Collagen formation","COL22A1"
"Collagen formation","COL23A1"
"Integrin cell surface interactions","COL23A1"
"Collagen formation","COL24A1"
"Collagen formation","COL25A1"
"Collagen formation","COL26A1"
"Collagen formation","COL27A1"
"Collagen formation","COL28A1"
"Collagen formation","COL2A1"
"Collagen formation","COL3A1"
"Binding and Uptake of Ligands by Scavenger Receptors","COL3A1"
"NCAM1 interactions","COL4A1"
"Binding and Uptake of Ligands by Scavenger Receptors","COL4A1"
"Collagen formation","COL4A1"
"Integrin cell surface interactions","COL4A1"
"NCAM1 interactions","COL4A2"
"Collagen formation","COL4A2"
"Integrin cell surface interactions","COL4A2"
"Binding and Uptake of Ligands by Scavenger Receptors","COL4A2"
"Integrin cell surface interactions","COL4A3"
"NCAM1 interactions","COL4A3"
"Collagen formation","COL4A3"
"Sphingolipid metabolism","CERT1"
"Integrin cell surface interactions","COL4A4"
"Collagen formation","COL4A4"
"NCAM1 interactions","COL4A4"
"NCAM1 interactions","COL4A5"
"Collagen formation","COL4A5"
"Collagen formation","COL4A6"
"Cellular response to heat stress","COL4A6"
"Collagen formation","COL5A1"
"Collagen formation","COL5A2"
"Collagen formation","COL5A3"
"Collagen formation","COL6A1"
"NCAM1 interactions","COL6A1"
"NCAM1 interactions","COL6A2"
"Collagen formation","COL6A2"
"NCAM1 interactions","COL6A3"
"Collagen formation","COL6A3"
"NCAM1 interactions","COL6A5"
"Collagen formation","COL6A5"
"Collagen formation","COL6A6"
"NCAM1 interactions","COL6A6"
"COPII (Coat Protein 2) Mediated Vesicle Transport","COL7A1"
"Collagen formation","COL7A1"
"Collagen formation","COL8A1"
"Collagen formation","COL8A2"
"NCAM1 interactions","COL9A1"
"Integrin cell surface interactions","COL9A1"
"ECM proteoglycans","COL9A1"
"Collagen formation","COL9A1"
"Collagen formation","COL9A2"
"NCAM1 interactions","COL9A2"
"Integrin cell surface interactions","COL9A2"
"ECM proteoglycans","COL9A2"
"NCAM1 interactions","COL9A3"
"Integrin cell surface interactions","COL9A3"
"Collagen formation","COL9A3"
"ECM proteoglycans","COL9A3"
"Complement cascade","COLEC10"
"Binding and Uptake of Ligands by Scavenger Receptors","COLEC11"
"Complement cascade","COLEC11"
"Binding and Uptake of Ligands by Scavenger Receptors","COLEC12"
"Collagen formation","COLGALT1"
"Collagen formation","COLGALT2"
"Integrin cell surface interactions","COMP"
"ECM proteoglycans","COMP"
"Phase II conjugation","COMT"
"RMTs methylate histone arginines","COPRS"
"Metabolism of porphyrins","COX10"
"TP53 Regulates Metabolic Genes","COX11"
"TP53 Regulates Metabolic Genes","COX14"
"Metabolism of porphyrins","COX15"
"TP53 Regulates Metabolic Genes","COX16"
"TP53 Regulates Metabolic Genes","COX18"
"TP53 Regulates Metabolic Genes","COX19"
"TP53 Regulates Metabolic Genes","COX20"
"TP53 Regulates Metabolic Genes","COX4I1"
"TP53 Regulates Metabolic Genes","COX5A"
"TP53 Regulates Metabolic Genes","COX5B"
"TP53 Regulates Metabolic Genes","COX6A1"
"TP53 Regulates Metabolic Genes","COX6B1"
"TP53 Regulates Metabolic Genes","COX6C"
"TP53 Regulates Metabolic Genes","COX7A2L"
"TP53 Regulates Metabolic Genes","COX7B"
"TP53 Regulates Metabolic Genes","COX7C"
"TP53 Regulates Metabolic Genes","COX8A"
"Metal ion SLC transporters","CP"
"Iron uptake and transport","CP"
"Peptide hormone metabolism","CPA3"
"Peptide hormone metabolism","CPB1"
"Peptide hormone metabolism","CPB2"
"trans-Golgi Network Vesicle Budding","CPD"
"Peptide hormone metabolism","CPE"
"Neurotransmitter Release Cycle","CPLX1"
"Peptide hormone metabolism","CPN1"
"Metabolism of porphyrins","CPOX"
"Signaling by FGFR in disease","CPSF6"
"Circadian Clock","CPT1A"
"Sphingolipid metabolism","CPTP"
"Complement cascade","CR1"
"TP53 Regulates Transcription of Cell Death Genes","CRADD"
"Peroxisomal lipid metabolism","CRAT"
"Cytosolic sensors of pathogen-associated DNA","CRCP"
"Mitochondrial biogenesis","CREB1"
"Circadian Clock","CREB1"
"Opioid Signalling","CREB1"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","CREB1"
"MyD88-independent TLR3/TLR4 cascade","CREB1"
"Mitochondrial biogenesis","CREBBP"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","CREBBP"
"Transcriptional regulation of white adipocyte differentiation","CREBBP"
"CD209 (DC-SIGN) signaling","CREBBP"
"TP53 Regulates Transcription of Cell Death Genes","CREBBP"
"Cytosolic sensors of pathogen-associated DNA","CREBBP"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","CREBBP"
"Cellular response to heat stress","CREBBP"
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","CREBBP"
"Pre-NOTCH Expression and Processing","CREBBP"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","CREBBP"
"Signaling by NOTCH1","CREBBP"
"Circadian Clock","CREBBP"
"Class B/2 (Secretin family receptors)","CRH"
"Class B/2 (Secretin family receptors)","CRHR1"
"Class B/2 (Secretin family receptors)","CRHR2"
"Regulation of actin dynamics for phagocytic cup formation","CRK"
"Signaling by PTK6","CRK"
"Platelet Aggregation (Plug Formation)","CRK"
"Interleukin-6 family signaling","CRLF1"
"Semaphorin interactions","CRMP1"
"Peroxisomal lipid metabolism","CROT"
"Complement cascade","CRP"
"Collagen formation","CRTAP"
"Circadian Clock","CRTC1"
"Circadian Clock","CRY1"
"Circadian Clock","CRY2"
"Cellular response to heat stress","CRYBA4"
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism","CRYM"
"Pyruvate metabolism and Citric Acid (TCA) cycle","CS"
"GPVI-mediated activation cascade","CSF2"
"Surfactant metabolism","CSF2RA"
"Diseases of metabolism","CSF2RA"
"GPVI-mediated activation cascade","CSF2RA"
"GPVI-mediated activation cascade","CSF2RB"
"Diseases of metabolism","CSF2RB"
"Surfactant metabolism","CSF2RB"
"Growth hormone receptor signaling","CSH1"
"Nuclear signaling by ERBB4","CSH1"
"MAP2K and MAPK activation","CSK"
"Costimulation by the CD28 family","CSK"
"Platelet Aggregation (Plug Formation)","CSK"
"Nuclear signaling by ERBB4","CSN2"
"Circadian Clock","CSNK1D"
"COPII (Coat Protein 2) Mediated Vesicle Transport","CSNK1D"
"Circadian Clock","CSNK1E"
"Sphingolipid metabolism","CSNK1G2"
"Regulation of TP53 Activity through Phosphorylation","CSNK2A1"
"L1CAM interactions","CSNK2A1"
"Regulation of TP53 Activity through Phosphorylation","CSNK2A2"
"L1CAM interactions","CSNK2A2"
"Regulation of TP53 Activity through Phosphorylation","CSNK2B"
"L1CAM interactions","CSNK2B"
"Diseases of glycosylation","CSPG4"
"Heparan sulfate/heparin (HS-GAG) metabolism","CSPG4"
"Diseases of glycosylation","CSPG5"
"Heparan sulfate/heparin (HS-GAG) metabolism","CSPG5"
"Amyloid fiber formation","CST3"
"Deactivation of the beta-catenin transactivating complex","CTBP1"
"Unfolded Protein Response (UPR)","CTDSP2"
"Interleukin-6 family signaling","CTF1"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","CCN2"
"Costimulation by the CD28 family","CTLA4"
"Myogenesis","CTNNA1"
"Myogenesis","CTNNA2"
"Apoptotic execution  phase","CTNNB1"
"Deactivation of the beta-catenin transactivating complex","CTNNB1"
"Peptide hormone metabolism","CTNNB1"
"Cytosolic sensors of pathogen-associated DNA","CTNNB1"
"Myogenesis","CTNNB1"
"Deactivation of the beta-catenin transactivating complex","CTNNBIP1"
"Miscellaneous transport and binding events","CTNS"
"Metabolism of nucleotides","CTPS1"
"Metabolism of nucleotides","CTPS2"
"Metabolism of water-soluble vitamins and cofactors","CTRB1"
"Activation of Matrix Metalloproteinases","CTRB1"
"Activation of Matrix Metalloproteinases","CTRB2"
"Metabolism of water-soluble vitamins and cofactors","CTRB2"
"Metabolism of water-soluble vitamins and cofactors","CTRC"
"Sphingolipid metabolism","CTSA"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","CTSA"
"Collagen formation","CTSB"
"COPII (Coat Protein 2) Mediated Vesicle Transport","CTSC"
"Peptide hormone metabolism","CTSD"
"Activation of Matrix Metalloproteinases","CTSG"
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","CTSG"
"Peptide hormone metabolism","CTSG"
"Surfactant metabolism","CTSH"
"Activation of Matrix Metalloproteinases","CTSK"
"Collagen formation","CTSL"
"Collagen formation","CTSS"
"Activation of Matrix Metalloproteinases","CTSV"
"Collagen formation","CTSV"
"trans-Golgi Network Vesicle Budding","CTSZ"
"Peptide hormone metabolism","CTSZ"
"COPII (Coat Protein 2) Mediated Vesicle Transport","CTSZ"
"Metabolism of water-soluble vitamins and cofactors","CUBN"
"Steroid hormones","CUBN"
"Diseases of metabolism","CUBN"
"Lipid digestion, mobilization, and transport","CUBN"
"CLEC7A (Dectin-1) signaling","CUL1"
"G1 Phase","CUL1"
"MyD88-independent TLR3/TLR4 cascade","CUL1"
"Signaling by NOTCH1","CUL1"
"Nuclear signaling by ERBB4","CUL1"
"Circadian Clock","CUL1"
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","CUL2"
"Signaling by ERBB2","CUL5"
"Unfolded Protein Response (UPR)","CUL7"
"Signaling by FGFR in disease","CUX1"
"Chemokine receptors bind chemokines","CX3CL1"
"Chemokine receptors bind chemokines","CX3CR1"
"Chemokine receptors bind chemokines","CXCL1"
"Chemokine receptors bind chemokines","CXCL10"
"Chemokine receptors bind chemokines","CXCL11"
"Nuclear signaling by ERBB4","CXCL12"
"Chemokine receptors bind chemokines","CXCL12"
"Chemokine receptors bind chemokines","CXCL13"
"Chemokine receptors bind chemokines","CXCL16"
"Chemokine receptors bind chemokines","CXCL2"
"Chemokine receptors bind chemokines","CXCL3"
"Chemokine receptors bind chemokines","CXCL5"
"Chemokine receptors bind chemokines","CXCL6"
"Chemokine receptors bind chemokines","CXCL8"
"Unfolded Protein Response (UPR)","CXCL8"
"Chemokine receptors bind chemokines","CXCL9"
"Chemokine receptors bind chemokines","CXCR1"
"Chemokine receptors bind chemokines","CXCR2"
"Chemokine receptors bind chemokines","CXCR3"
"Chemokine receptors bind chemokines","CXCR4"
"Chemokine receptors bind chemokines","CXCR5"
"Chemokine receptors bind chemokines","CXCR6"
"Unfolded Protein Response (UPR)","CXXC1"
"Metabolism of water-soluble vitamins and cofactors","CYB5A"
"Metabolism of water-soluble vitamins and cofactors","CYB5R3"
"Detoxification of Reactive Oxygen Species","CYBA"
"Detoxification of Reactive Oxygen Species","CYBB"
"Iron uptake and transport","CYBRD1"
"Mitochondrial biogenesis","CYCS"
"TP53 Regulates Metabolic Genes","CYCS"
"Intrinsic Pathway for Apoptosis","CYCS"
"Detoxification of Reactive Oxygen Species","CYCS"
"Regulation of actin dynamics for phagocytic cup formation","CYFIP1"
"Regulation of actin dynamics for phagocytic cup formation","CYFIP2"
"eNOS activation and regulation","CYGB"
"Death Receptor Signalling","CYLD"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","CYLD"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","CYLD"
"Phase 1 - Functionalization of compounds","CYP11A1"
"Steroid hormones","CYP11A1"
"Diseases of metabolism","CYP11A1"
"Phase 1 - Functionalization of compounds","CYP11B1"
"Steroid hormones","CYP11B1"
"Phase 1 - Functionalization of compounds","CYP11B2"
"Steroid hormones","CYP11B2"
"Steroid hormones","CYP17A1"
"Phase 1 - Functionalization of compounds","CYP17A1"
"Phase 1 - Functionalization of compounds","CYP19A1"
"Steroid hormones","CYP19A1"
"Arachidonic acid metabolism","CYP1A1"
"Phase 1 - Functionalization of compounds","CYP1A1"
"Phase 1 - Functionalization of compounds","CYP1A2"
"Phase II conjugation","CYP1A2"
"Arachidonic acid metabolism","CYP1A2"
"Phase 1 - Functionalization of compounds","CYP1B1"
"Arachidonic acid metabolism","CYP1B1"
"Steroid hormones","CYP21A2"
"Phase 1 - Functionalization of compounds","CYP21A2"
"Phase 1 - Functionalization of compounds","CYP24A1"
"Steroid hormones","CYP24A1"
"Phase 1 - Functionalization of compounds","CYP26A1"
"Phase 1 - Functionalization of compounds","CYP26B1"
"Phase 1 - Functionalization of compounds","CYP26C1"
"Phase 1 - Functionalization of compounds","CYP27A1"
"Bile acid and bile salt metabolism","CYP27A1"
"Phase 1 - Functionalization of compounds","CYP27B1"
"Steroid hormones","CYP27B1"
